id,score_phrase,title,platform,score,
10874,Masterpiece,Grand Theft Auto IV,Xbox 360,10,
10875,Mediocre,Warriors Orochi,PC,5.7,
10876,Painful,AMF Bowling: Pinbusters,Wii,2,
10877,Awful,King's Knight,Wii,3,
10878,Okay,Knuckles Chaotix,Sega 32X,6,
10879,Awful,King's Knight,NES,3,
10880,Mediocre,Cocoto Magic Circus,Wii,5.8,
10881,Mediocre,Spitfire Heroes: Tales of the Royal Air Force,Nintendo DS,5.5,
10882,Good,Valis III,Genesis,7.5,
10883,Okay,NBA Ballers: Chosen One,Xbox 360,6,
10884,Great,Mario Kart Wii,Wii,8.5,
10885,Bad,Diary Girl,Nintendo DS,4.5,
10886,Mediocre,Saga,PC,5,
10887,Great,Warhawk -- Operation: Broken Mirror,PlayStation 3,8.5,
10888,Okay,Imagine: Figure Skater,Nintendo DS,6.5,
10889,Mediocre,George of the Jungle and the Search for the Secret,Nintendo DS,5.4,
10890,Bad,Bases Loaded,Wii,4.5,
10891,Awful,Rocky and Bullwinkle,Xbox 360,3,
10892,Great,Gran Turismo 5 Prologue,PlayStation 3,8.5,
10893,Great,Fantasy Zone,Master System,8.5,
10894,Mediocre,Dora the Explorer: Dora Saves The Mermaids,PlayStation 2,5,
10895,Great,Europa Universalis: Rome,PC,8.7,
10896,Great,Fantasy Zone,Wii,8.5,
10897,Amazing,Okami,Wii,9,
10898,Okay,Phantasy Star III: Generations of Doom,Wii,6.5,
10899,Good,Octomania,Wii,7.6,
10900,Mediocre,Rafa Nadal Tennis,Nintendo DS,5.5,
10901,Masterpiece,Grand Theft Auto IV,PlayStation 3,10,
10902,Painful,Biathlon 2008,PlayStation 2,2,
10903,Mediocre,Battle of the Bands,Wii,5.6,
10904,Good,Turok,PC,7,
10905,Awful,Target: Terror,Wii,3.5,
10906,Okay,TiQal,Xbox 360,6.5,
10907,Good,Bubble Bash,iPod,7.2,
10908,Good,Command & Conquer 3: Kane's Wrath,PC,7.9,
10909,Awful,Air Diver,Genesis,3.5,
10910,Great,Super Stardust HD Solo,PlayStation 3,8.2,
10911,Mediocre,Championship Pony,Nintendo DS,5,
10912,Okay,Lost Empire: Immortals,PC,6,
10913,Great,Monopoly: Here & Now (2008),Wireless,8.5,
10914,Good,Pirates of the Caribbean: Aegir's Fire,Wireless,7,
10915,Okay,Powerball,Wii,6,
10916,Good,Overclocked: A History of Violence,PC,7,
10917,Great,"Sam & Max: Season Two -- Episode #5: What's New, Beelzebub?",PC,8.2,
10918,Painful,Sprint Cars 2: Showdown at Eldora,PlayStation 2,2.3,
10919,Good,Riddle of the Tomb,PC,7.7,
10920,Bad,High School Musical 2: Work This Out,Nintendo DS,4,
10921,Mediocre,Major League Baseball 2K8 Fantasy All-Stars,Nintendo DS,5.5,
10922,Awful,George of the Jungle and the Search for the Secret,PlayStation 2,3.1,
10923,Good,Assassin's Creed: Director's Cut Edition,PC,7.8,
10924,Bad,Heavenly Guardian,PlayStation 2,4,
10925,Great,SingStar [2007] (Game & Microphone),PlayStation 3,8.5,
10926,Okay,Star Soldier R,Wii,6,
10927,Great,Indiana Jones' Greatest Adventure,Super NES,8,
10928,Okay,The Chronicles of Narnia: Prince Caspian,PlayStation 2,6.3,
10929,Mediocre,Harvest: Massive Encounter,PC,5.5,
10930,Great,UEFA Euro 2008,Xbox 360,8.1,
10931,Great,UEFA Euro 2008,PlayStation 3,8.1,
10932,Bad,Sky Kid,Wii,4,
10933,Great,Wii Fit,Wii,8,
10934,Okay,The Chronicles of Narnia: Prince Caspian,PlayStation 3,6.3,
10935,Good,Street Fighter II: Champion Edition,Wireless,7.8,
10936,Great,Assault Heroes 2,Xbox 360,8.5,
10937,Okay,Pop,Wii,6,
10938,Okay,V.I.P. Casino: Blackjack,Wii,6.5,
10939,Okay,TV Show King,Wii,6.4,
10940,Good,Defend Your Castle,Wii,7.9,
10941,Awful,Iron Man,PlayStation 3,3.8,
10942,Okay,Renegade,Wii,6,
10943,Okay,Iron Man,Nintendo DS,6.2,
10944,Painful,Pimp My Ride,Wii,2.2,
10945,Great,Crosswords DS,Nintendo DS,8,
10946,Good,Let's Pilates,Nintendo DS,7.9,
10947,Okay,Powerboat GT,PC,6,
10948,Good,Let's Yoga,Nintendo DS,7.5,
10949,Good,Wolves of the Pacific -- The Silent Hunter: U-Boat Missions,PC,7,
10950,Bad,Myst,Nintendo DS,4,
10951,Good,The Chronicles of Narnia: Prince Caspian,Nintendo DS,7,
10952,Great,Everyday Shooter,PC,8,
10953,Good,Final Fantasy Crystal Chronicles: My Life as a King,Wii,7.5,
10954,Good,PixelJunk Monsters Encore,PlayStation 3,7.9,
10955,Awful,Seven Kingdoms: Conquest,PC,3,
10956,Great,LostWinds,Wii,8.2,
10957,Good,R-Type Command,PlayStation Portable,7.3,
10958,Good,Castle of Shikigami III,Wii,7.9,
10959,Good,Speed Racer: The Videogame,Wii,7,
10960,Mediocre,River King: Mystic Valley,Nintendo DS,5,
10961,Bad,Plushees,Nintendo DS,4,
10962,Bad,Real Soccer 2008,Nintendo DS,4.5,
10963,Mediocre,Sudden Strike 3: Arms for Victory,PC,5.3,
10964,Okay,SNK Arcade Classics: Volume 1,PlayStation Portable,6.9,
10965,Great,Echochrome,PlayStation Portable,8.5,
10966,Mediocre,Dream Pinball 3D,PC,5.1,
10967,Bad,Corvette Evolution GT,Nintendo DS,4.8,
10968,Great,Gaiares,Genesis,8,
10969,Okay,Baseball Mogul 2009,PC,6.2,
10970,Awful,Earnest Evans,Genesis,3,
10971,Mediocre,"Scarface: Money, Power, Respect",Wireless,5.5,
10972,Mediocre,Golden Axe,Wireless,5,
10973,Amazing,Galactic Civilizations II: Twilight of the Arnor,PC,9.1,
10974,Mediocre,My Horse & Me,PC,5,
10975,Great,Pokemon Puzzle League,Wii,8,
10976,Awful,Dancing with the Stars: The PC Game,PC,3.5,
10977,Awful,Iron Man,PC,3.5,
10978,Mediocre,Emergency Mayhem,Wii,5,
10979,Bad,WWII Aces,Wii,4.5,
10980,Mediocre,Iron Man,PlayStation 2,5,
10981,Great,Echochrome,PlayStation 3,8.6,
10982,Okay,Dream Pinball 3D,Nintendo DS,6.5,
10983,Awful,Toy Shop,Nintendo DS,3,
10984,Bad,Yie Ar Kung Fu,Wireless,4,
10985,Good,Speed Racer: The Videogame,Wireless,7,
10986,Okay,Lumines,PC,6.8,
10987,Bad,Dancing with the Stars,Wireless,4.5,
10988,Mediocre,Iron Man,PlayStation Portable,5.5,
10989,Okay,Wits & Wagers,Xbox 360,6.4,
10990,Great,Boom Blox,Wii,8.1,
10991,Mediocre,Iron Man,Wii,5,
10992,Awful,Iron Man,Xbox 360,3.8,
10993,Mediocre,Brain Voyage,Nintendo DS,5,
10994,Unbearable,Aquarium,Nintendo DS,1,
10995,Awful,Puppy Luv: Your New Best Friend,Wii,3.5,
10996,Mediocre,Iron Man,Wireless,5,
10997,Mediocre,Dream Pinball 3D,Wii,5.1,
10998,Mediocre,Baroque,PlayStation 2,5.4,
10999,Bad,Stranger,PC,4.4,
11000,Mediocre,Enemy Territory: Quake Wars,PlayStation 3,5.3,
11001,Good,Dilbert Cubicle Chaos,Wireless,7,
11002,Okay,Enemy Territory: Quake Wars,Xbox 360,6.1,
11003,Amazing,I-play Bowling,Wireless,9,
11004,Good,SEGA Columns Deluxe,Wireless,7.4,
11005,Amazing,Mass Effect,PC,9.2,
11006,Mediocre,City Connection,NES,5,
11007,Mediocre,City Connection,Wii,5,
11008,Great,Dr. Mario Online Rx,Wii,8.5,
11009,Awful,Chameleon,PlayStation Portable,3,
11010,Good,UEFA Euro 2008,PlayStation 2,7.3,
11011,Great,Ninja Gaiden II,Xbox 360,8.7,
11012,Good,Drone Tactics,Nintendo DS,7.4,
11013,Good,Sherlock Holmes: Nemesis,PC,7,
11014,Great,Grid,Xbox 360,8.7,
11015,Great,Hot Shots Golf: Open Tee 2,PlayStation Portable,8.5,
11016,Good,Penny Arcade's On the Rain-Slick Precipice of Darkness,Xbox 360,7.8,
11017,Great,Grid,PlayStation 3,8.7,
11018,Okay,Indiana Jones and the Kingdom of the Crystal Skull,Wireless,6,
11019,Okay,Critter Round-Up,Wii,6.1,
11020,Okay,We Ski,Wii,6,
11021,Good,Sonic Jump 2,Wireless,7,
11022,Bad,Haze,PlayStation 3,4.5,
11023,Great,SingStar [2007] (Game Only Edition),PlayStation 3,8.5,
11024,Okay,The Chronicles of Narnia: Prince Caspian,Xbox 360,6.3,
11025,Good,The Dog Island,Wii,7,
11026,Okay,Gumboy Tournament,PC,6.6,
11027,Great,Roogoo,Xbox 360,8.5,
11028,Great,Space Invaders Extreme,PlayStation Portable,8.5,
11029,Mediocre,The Incredible Hulk,Nintendo DS,5.2,
11030,Bad,My Pokemon Ranch,Wii,4,
11031,Masterpiece,Metal Gear Solid 4: Guns of the Patriots,PlayStation 3,10,
11032,Okay,Secret Agent Clank,PlayStation Portable,6.5,
11033,Okay,The Incredible Hulk,Xbox 360,6,
11034,Awful,NovaStrike,PlayStation 3,3.5,
11035,Good,Kung Fu Panda,PlayStation 3,7.5,
11036,Good,Kung Fu Panda,Xbox 360,7.5,
11037,Great,LEGO Indiana Jones: The Original Adventures,Nintendo DS,8,
11038,Good,Robert Ludlum's The Bourne Conspiracy,Xbox 360,7.5,
11039,Good,Lost Planet: Extreme Condition -- Colonies Edition,Xbox 360,7.5,
11040,Painful,Family Table Tennis,Wii,2.5,
11041,Great,Toki Tori,Wii,8,
11042,Great,Dracula: Origin,PC,8,
11043,Bad,The Incredible Hulk,Wireless,4,
11044,Good,Wedding Dash,Wireless,7.7,
11045,Good,Worms: A Space Oddity,Wireless,7.8,
11046,Mediocre,Dig Dug,Wii,5,
11047,Mediocre,The Incredible Hulk,PC,5.5,
11048,Okay,Chaos Theory,PC,6.5,
11049,Good,Bio Miracle Bokutte Upa,Wii,7,
11050,Good,Kung Fu Panda,PC,7.4,
11051,Good,LOL,Nintendo DS,7.5,
11052,Painful,Kawasaki Snowmobiles,Wii,2.1,
11053,Good,Kung Fu Panda,Wireless,7.5,
11054,Good,Death Jr.: Root of Evil,Wii,7.4,
11055,Okay,Wolf of the Battlefield: Commando 3,PlayStation 3,6.2,
11056,Okay,Golf Superstars 2008,Wireless,6,
11057,Great,"BlastWorks: Build, Trade, Destroy",Wii,8.1,
11058,Great,Aces of the Galaxy,Xbox 360,8.4,
11059,Good,Rambo III,Genesis,7,
11060,Okay,UEFA Euro 2008,PlayStation Portable,6.8,
11061,Mediocre,Protöthea,Wii,5.4,
11062,Great,Super Fantasy Zone,Genesis,8,
11063,Bad,Space Force Captains,PC,4,
11064,Mediocre,Belief & Betrayal,PC,5.4,
11065,Good,The Political Machine 2008,PC,7.3,
11066,Awful,Ninja Combat,NeoGeo,3.5,
11067,Great,Etrian Odyssey II: Heroes of Lagaard,Nintendo DS,8,
11068,Mediocre,Tamagotchi Connection: Corner Shop 3,Nintendo DS,5.7,
11069,Great,Trials 2: Second Edition,PC,8,
11070,Good,Dragon Ball Z: Burst Limit,PlayStation 3,7.9,
11071,Mediocre,Frogger 2,Xbox 360,5.5,
11072,Mediocre,Cabela's Trophy Bucks,Wii,5.6,
11073,Good,Kung Fu Panda,Wii,7.5,
11074,Mediocre,The Incredible Hulk,Wii,5.7,
11075,Mediocre,Don King Presents: Prizefighter,Xbox 360,5,
11076,Good,Blokus World Tour,PC,7.5,
11077,Good,Chaos Wars,PlayStation 2,7.5,
11078,Good,Penny Arcade's On the Rain-Slick Precipice of Darkness,PC,7.8,
11079,Bad,Deca Sports,Wii,4.5,
11080,Okay,The Chronicles of Narnia: Prince Caspian,PC,6.3,
11081,Great,Grid,PC,8.7,
11082,Great,Metal Slug,NeoGeo,8.5,
11083,Great,Metal Slug,Wii,8.5,
11084,Great,LEGO Indiana Jones: The Original Adventures,PC,8,
11085,Great,LEGO Indiana Jones: The Original Adventures,PlayStation 2,8,
11086,Great,LEGO Indiana Jones: The Original Adventures,Wii,8,
11087,Okay,Buku Sudoku,Xbox 360,6,
11088,Good,LEGO Indiana Jones: The Original Adventures,PlayStation Portable,7.7,
11089,Great,LEGO Indiana Jones: The Original Adventures,Xbox 360,8,
11090,Awful,Ninja Combat,Wii,3.5,
11091,Good,Fatal Inertia EX,PlayStation 3,7.2,
11092,Bad,The Chronicles of Narnia: Prince Caspian,Wireless,4.5,
11093,Okay,Jake Hunter: Detective Chronicles,Nintendo DS,6.4,
11094,Good,My Fashion Studio,Nintendo DS,7,
11095,Good,Elements of Destruction,Xbox 360,7.9,
11096,Awful,World Championship Cards,PlayStation Portable,3.2,
11097,Bad,Sea Life Safari,Xbox 360,4.5,
11098,Bad,Stronghold Crusader Extreme,PC,4.8,
11099,Good,Dragon Ball Z: Burst Limit,Xbox 360,7.9,
11100,Good,Kung Fu Panda,PlayStation 2,7.5,
11101,Good,Kung Fu Panda,Nintendo DS,7.5,
11102,Okay,The Incredible Hulk,PlayStation 3,6,
11103,Good,Millionaire 2009,Wireless,7,
11104,Good,Robert Ludlum's The Bourne Conspiracy,PlayStation 3,7.3,
11105,Mediocre,Wolf of the Battlefield: Commando 3,Xbox 360,5.9,
11106,Okay,Devil May Cry 3D,Wireless,6,
11107,Okay,LEGO Racers,Wireless,6,
11108,Okay,The Chronicles of Narnia: Prince Caspian,Wii,6.3,
11109,Great,Summon Night: Twin Age,Nintendo DS,8.2,
11110,Great,LEGO Indiana Jones: The Original Adventures,PlayStation 3,8,
11111,Mediocre,Warlords (2008),Xbox 360,5,
11112,Good,Block Breaker Deluxe,Wii,7.7,
11113,Great,Europa Universalis III: In Nomine,PC,8,
11114,Okay,NASCAR 09,Xbox 360,6.5,
11115,Bad,Arkanoid DS,Nintendo DS,4.5,
11116,Good,Lost Planet: Extreme Condition -- Colonies Edition,PC,7.5,
11117,Amazing,Space Invaders Extreme,Nintendo DS,9,
11118,Mediocre,NASCAR 09,PlayStation 3,5.9,
11119,Awful,Riding Star,PlayStation 2,3,
11120,Mediocre,Wild Earth: African Safari,Wii,5,
11121,Masterpiece,Metal Gear Solid 4: Guns of the Patriots (Limited Edition),PlayStation 3,10,
11122,Mediocre,Sea Monsters: A Prehistoric Adventure,Wii,5,
11123,Mediocre,The Incredible Hulk,PlayStation 2,5.7,
11124,Awful,Sea Monsters: A Prehistoric Adventure,PlayStation 2,3,
11125,Good,Go! Puzzle,PlayStation Portable,7,
11126,Bad,Paws & Claws Pet Vet 2,Nintendo DS,4,
11127,Good,Magnetica Twist,Wii,7,
11128,Good,Guitar Hero: Aerosmith (Game & Guitar Controller),Xbox 360,7.6,
11129,Good,Guitar Hero: Aerosmith,PlayStation 3,7.6,
11130,Great,The Oregon Trail,Wireless,8,
11131,Bad,Supreme Commander,Xbox 360,4.5,
11132,Okay,Deadliest Catch: Alaskan Storm,Xbox 360,6.4,
11133,Good,Boom Blox,Wireless,7,
11134,Awful,Imagine: Rock Star,Nintendo DS,3.2,
11135,Mediocre,Mega Man Star Force 2: Zerker X Saurian,Nintendo DS,5,
11136,Okay,Cocoto Kart Racer,Wii,6.4,
11137,Good,WALL-E,PlayStation Portable,7.3,
11138,Good,Guitar Hero: Aerosmith (Limited Edition Bundle),PlayStation 2,7,
11139,Good,Guitar Hero: Aerosmith (Game & Guitar Controller),PlayStation 3,7.6,
11140,Good,Guitar Hero: Aerosmith,Xbox 360,7.6,
11141,Good,Supreme Ruler 2020,PC,7.8,
11142,Great,Soulcalibur,Xbox 360,8.1,
11143,Awful,Hellboy: The Science of Evil,Xbox 360,3.5,
11144,Good,Command & Conquer 3: Kane's Wrath,Xbox 360,7.7,
11145,Good,Age of Conan: Hyborian Adventures (Collector's Edition),PC,7.8,
11146,Okay,Hannspree Ten Kate Honda SBK Superbike World Championship,PlayStation Portable,6,
11147,Great,Trauma Center: Under the Knife 2,Nintendo DS,8.4,
11148,Great,Puzzle Quest: Challenge of the Warlords,Wireless,8.5,
11149,Good,Gyrostarr,Wii,7.2,
11150,Good,WALL-E,Nintendo DS,7,
11151,Okay,Overlord: Raising Hell,PlayStation 3,6,
11152,Awful,Alone in the Dark,Xbox 360,3.5,
11153,Good,Rock Band (Special Edition),Wii,7.9,
11154,Okay,Ticket to Ride,Xbox 360,6.5,
11155,Painful,Operation Darkness,Xbox 360,2.5,
11156,Great,Legendary Axe II,TurboGrafx-16,8,
11157,Good,Guitar Hero: Aerosmith,Wii,7.6,
11158,Mediocre,Mega Man Star Force 2: Zerker X Ninja,Nintendo DS,5,
11159,Good,WALL-E,PlayStation 2,7.5,
11160,Mediocre,Cake Mania 2: Jill's Next Adventure!,Nintendo DS,5,
11161,Good,Guitar Hero: Aerosmith (Game & Guitar Controller),Wii,7.6,
11162,Good,Guitar Hero: Aerosmith (Game & Guitar Controller),PlayStation 2,7,
11163,Good,Command & Conquer 3 Tiberium Wars,Wireless,7,
11164,Awful,Supernova 2: Spacewar,PC,3,
11165,Okay,Pacific Storm: Allies,PC,6.8,
11166,Awful,Hellboy: The Science of Evil,PlayStation Portable,3,
11167,Awful,Hellboy: The Science of Evil,PlayStation 3,3.5,
11168,Good,ActRaiser 2,Super NES,7.5,
11169,Good,Minestorm,Vectrex,7.5,
11170,Okay,Crazy Machines 2,PC,6.8,
11171,Okay,Happy Tree Friends: False Alarm,PC,6.2,
11172,Mediocre,Armor Attack,Vectrex,5,
11173,Good,Top Spin 3,PlayStation 3,7.9,
11174,Amazing,Alex Kidd in Miracle World,Wii,9,
11175,Great,Battlefield: Bad Company (Gold Edition),Xbox 360,8.6,
11176,Good,Necromancer,Commodore 64/128,7,
11177,Good,Top Spin 3,Xbox 360,7.8,
11178,Great,Battlefield: Bad Company (Gold Edition),PlayStation 3,8.6,
11179,Amazing,Guitar Hero On Tour,Nintendo DS,9,
11180,Amazing,Final Fantasy Tactics A2: Grimoire of the Rift,Nintendo DS,9,
11181,Great,Battlefield: Bad Company,Xbox 360,8.6,
11182,Bad,WALL-E,Xbox 360,4.5,
11183,Great,Sid Meier's Civilization Revolution,PlayStation 3,8.8,
11184,Bad,Wacky Races: Crash & Dash,Nintendo DS,4.2,
11185,Bad,WALL-E,Wii,4,
11186,Great,Samurai Shodown,Wii,8.5,
11187,Great,Sid Meier's Civilization Revolution,Xbox 360,8.8,
11188,Mediocre,Code Lyoko: Fall of X.A.N.A,Nintendo DS,5.5,
11189,Okay,WALL-E,Wireless,6.5,
11190,Okay,Happy Tree Friends: False Alarm,Xbox 360,6.2,
11191,Okay,Super Dodgeball Brawlers,Nintendo DS,6.5,
11192,Great,Battlefield: Bad Company,PlayStation 3,8.6,
11193,Good,Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress,PlayStation Portable,7.1,
11194,Great,Top Spin 3,Nintendo DS,8,
11195,Good,Super Stardust HD Team Expansion,PlayStation 3,7.8,
11196,Great,Final Fantasy Fables: Chocobo's Dungeon,Wii,8.4,
11197,Bad,WALL-E,PlayStation 3,4.5,
11198,Awful,Hail to the Chimp,Xbox 360,3.5,
11199,Okay,Wanted,Wireless,6.5,
11200,Awful,Pranksterz: Off Your Boss,PC,3.5,
11201,Great,Geometry Wars: Retro Evolved 2,Xbox 360,8.3,
11202,Awful,Major League Eating: The Game,Wii,3.7,
11203,Great,New International Track & Field,Nintendo DS,8.7,
11204,Awful,The Mummy: Tomb of the Dragon Emperor,Wii,3.5,
11205,Great,Soulcalibur IV,Xbox 360,8.7,
11206,Great,Soulcalibur IV (Premium Edition),Xbox 360,8.7,
11207,Great,Soulcalibur IV,PlayStation 3,8.7,
11208,Great,Soulcalibur IV (Premium Edition),PlayStation 3,8.7,
11209,Good,Nancy Drew: The Phantom of Venice,PC,7,
11210,Good,Top Spin 3,Wii,7,
11211,Awful,Alone in the Dark,PlayStation 2,3,
11212,Bad,Super Monkey Ball,iPhone,4.5,
11213,Awful,Alone in the Dark,Wii,3.1,
11214,Awful,Journey to the Center of the Earth,Nintendo DS,3.5,
11215,Good,Aces of the Galaxy,PC,7.5,
11216,Good,1942: Joint Strike,PlayStation 3,7,
11217,Great,MLB Power Pros 2008,Wii,8.4,
11218,Great,Bomberman Touch,iPhone,8,
11219,Good,Numba,iPhone,7.5,
11220,Okay,Donkey Kong 3,Wii,6,
11221,Bad,Cocoto Fishing Master,Wii,4,
11222,Awful,Hail To The Chimp,PlayStation 3,3.5,
11223,Bad,Get Smart,Wireless,4,
11224,Mediocre,Hancock,Wireless,5.7,
11225,Great,Final Fantasy IV,Nintendo DS,8.7,
11226,Bad,The Princess Bride Game,PC,4,
11227,Great,Golf: Tee It Up!,Xbox 360,8.2,
11228,Awful,Alone in the Dark,PC,3.5,
11229,Awful,Wonderworld Amusement Park,Wii,3.1,
11230,Great,MLB Power Pros 2008,PlayStation 2,8.4,
11231,Okay,Blitzkrieg 2: Liberation,PC,6,
11232,Good,Wario Land: Super Mario Land 3,Game Boy,7.9,
11233,Great,The Lost Vikings,Super NES,8.5,
11234,Mediocre,Red Baron Arcade,PC,5.8,
11235,Good,Elefunk,PlayStation 3,7,
11236,Painful,Double D Dodgeball,Xbox 360,2.5,
11237,Good,Silpheed,Sega CD,7,
11238,Mediocre,NCAA Football 09 All-Play,Wii,5,
11239,Good,1942: Joint Strike,Xbox 360,7,
11240,Good,Schizoid,Xbox 360,7.8,
11241,Bad,Code Lyoko: Quest for Infinity,PlayStation 2,4.8,
11242,Bad,Drive to Survive,PC,4,
11243,Great,Soul Bubbles,Nintendo DS,8,
11244,Unbearable,SPOGS Racing,Wii,1.9,
11245,Bad,Burning Fight,Wii,4.5,
11246,Good,Gourmet Chef: Cook Your Way to Fame,Nintendo DS,7,
11247,Great,Granada,Genesis,8.2,
11248,Mediocre,Shining Stars: Super Starcade,Nintendo DS,5.5,
11249,Good,SNK Arcade Classics: Volume 1,Wii,7.2,
11250,Great,Siren: Blood Curse -- Episodes 5-8,PlayStation 3,8.5,
11251,Good,My Weight Loss Coach,Nintendo DS,7,
11252,Okay,PopCap Hits Vol. 2,PlayStation 2,6,
11253,Good,Siren: Blood Curse -- Episodes 1-4,PlayStation 3,7,
11254,Good,Fatal Fury 2,Wii,7.5,
11255,Great,Devil May Cry 4,PC,8,
11256,Okay,Batman,Genesis,6,
11257,Good,We Love Golf!,Wii,7.4,
11258,Okay,Izuna 2: The Unemployed Ninja Returns,Nintendo DS,6,
11259,Good,Go! Go! Break Steady,Xbox 360,7.3,
11260,Bad,Code Lyoko: Quest for Infinity,PlayStation Portable,4.8,
11261,Awful,Coffeetime Crosswords,Xbox 360,3.5,
11262,Good,Space Monkey,iPhone,7.5,
11263,Good,WALL-E,PC,7.5,
11264,Good,Guitar Hero: Aerosmith,PlayStation 2,7,
11265,Great,Unreal Tournament III,Xbox 360,8.5,
11266,Good,Insecticide Episode 1,PC,7.5,
11267,Bad,Underwater Attack,Nintendo DS,4.5,
11268,Amazing,Bionic Commando Rearmed,Xbox 360,9.4,
11269,Great,Wings Over Israel,PC,8,
11270,Mediocre,Mister Slime,Nintendo DS,5,
11271,Great,Star Parodier,Wii,8,
11272,Bad,Pirates: The Key of Dreams,Wii,4.7,
11273,Great,Siren: Blood Curse -- Full Game,PlayStation 3,8.4,
11274,Mediocre,Geo-Political Simulator (2008),PC,5,
11275,Mediocre,The Immortals of Terra: A Perry Rhodan Adventure,PC,5.8,
11276,Great,Siren: Blood Curse -- Episodes 9-12,PlayStation 3,8.5,
11277,Great,Braid,Xbox 360,8.8,
11278,Awful,King Kong,Atari 2600,3.5,
11279,Bad,Threshold,Atari 2600,4,
11280,Good,Crash Bandicoot Nitro Kart 3D,iPhone,7.8,
11281,Great,de Blob,iPhone,8,
11282,Okay,NCAA Football 09,PlayStation Portable,6.5,
11283,Great,NCAA Football 09,Xbox 360,8.4,
11284,Great,NCAA Football 09,PlayStation 3,8.4,
11285,Good,NCAA Football 09,PlayStation 2,7,
11286,Okay,South Park Imaginationland,iPhone,6,
11287,Amazing,Bionic Commando Rearmed,PlayStation 3,9.4,
11288,Mediocre,Summer Athletics: The Ultimate Challenge,Xbox 360,5.2,
11289,Mediocre,Beijing 2008: The Official Video Game of the Olympic Games,PC,5.6,
11290,Okay,Space Chimps,Xbox 360,6.7,
11291,Okay,Space Chimps,PlayStation 2,6.5,
11292,Okay,Space Chimps,PC,6.7,
11293,Great,Madden NFL 09 All-Play,Wii,8.6,
11294,Amazing,Panzer Dragoon,Saturn,9,
11295,Good,Sonic the Hedgehog (Master System),Wii,7.5,
11296,Good,Jawbreaker,Atari 2600,7,
11297,Bad,Spectral Force 3,Xbox 360,4.9,
11298,Painful,Women's Volleyball Championship,PlayStation 2,2,
11299,Bad,1 vs. 100,Nintendo DS,4.5,
11300,Okay,Space Chimps,Nintendo DS,6.6,
11301,Bad,Chase H.Q.,Wii,4.5,
11302,Good,Wingnuts Moto Racer,iPhone,7,
11303,Good,Beijing 2008: The Official Video Game of the Olympic Games,Xbox 360,7.7,
11304,Good,Roogoo,PC,7.1,
11305,Great,Critter Crunch,iPhone,8.5,
11306,Good,Beijing 2008: The Official Video Game of the Olympic Games,PlayStation 3,7.7,
11307,Okay,SimCity Societies Destinations,PC,6.7,
11308,Okay,Space Chimps,Wii,6.5,
11309,Great,Grid,Nintendo DS,8.3,
11310,Painful,Pong Toss: Frat Party Games,Wii,2,
11311,Okay,Wild West Guns,Wii,6.8,
11312,Great,Sid Meier's Civilization Revolution,Nintendo DS,8.2,
11313,Bad,Nancy Drew: The Mystery of the Clue Bender Society,Nintendo DS,4,
11314,Bad,Frogger,iPhone,4.5,
11315,Awful,American Girl: Kit -- Mystery Challenge,Nintendo DS,3.5,
11316,Okay,Petz: Dogz Fashion,Nintendo DS,6.7,
11317,Great,PixelJunk Eden,PlayStation 3,8.4,
11318,Awful,The Mummy: Tomb of the Dragon Emperor,PlayStation 2,3,
11319,Bad,Art of Murder: FBI Confidential,PC,4.5,
11320,Okay,American McGee's Grimm: A Boy Learns What Fear Is,PC,6,
11321,Mediocre,Ninja Commando,Wii,5.5,
11322,Great,Sam & Max: Season Two,PC,8.1,
11323,Good,Diamond Twister,iPhone,7.5,
11324,Mediocre,Monster Madness: Grave Danger,PlayStation 3,5.2,
11325,Mediocre,NASCAR 09,PlayStation 2,5,
11326,Good,Madden NFL 09,PlayStation Portable,7,
11327,Great,1701 A.D. (Gold Edition),PC,8.3,
11328,Okay,American McGee's Grimm: Little Red Riding Hood,PC,6.1,
11329,Good,Gley Lancer,Wii,7.5,
11330,Bad,Hannah Montana: Spotlight World Tour,PlayStation 2,4.5,
11331,Okay,Cocoto Fishing Master,PlayStation 2,6,
11332,Awful,Pranksterz: No Rest for the Wicked,PC,3,
11333,Great,Texas Hold 'em (2008),iPhone,8.5,
